position,rank,name,lastName,uri,imageUri,worth,salary,managementAssets,government,title,pay,headquarters,state,age,source,industry,gender,country,timestamp,squareImage,worthChange,realTimeWorth,realTimeRank,realTimePosition
490,484,Emanuele (Lino) Saputo,Saputo,emanuele-lino-saputo,emanuele-lino-saputo,3800.0,,,False,"Chairman, Saputo Inc.",,,,87,cheese,Food & Beverage,M,Canada,1708230002206,//specials-images.forbesimg.com/imageserve/5e74437e2a573300068fcd76/416x416.jpg?background=000000&cropX1=0&cropX2=1092&cropY1=284&cropY2=1376,0.0,4411.437,665,665
491,484,Shaul Shani,Shani,shaul-shani,no-pic,3800.0,,,,,,,,69,telecom,Telecom,M,Israel,1708230002206,//specials-images.forbesimg.com/imageserve/5c70c53fa7ea431000433e99/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=24&cropY2=624,0.0,4006.3,753,753
492,484,Harry Stine,Stine,harry-stine,harry-stine,3800.0,,,,,,IA,Iowa,82,agriculture,Food & Beverage,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/59d7ff5531358e542c036ed6/416x416.jpg?background=000000&cropX1=324&cropX2=1197&cropY1=116&cropY2=989,0.0,7773.201,314,314
493,484,Jeff Sutton,Sutton,jeff-sutton,no-pic,3800.0,,,,,,NY,New York,64,real estate,Real Estate,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,0.0,2689.892,1184,1184
494,494,Abdulla bin Ahmad Al Ghurair,Al Ghurair,abdulla-bin-ahmad-al-ghurair,abdulla-bin-ahmad-al-ghurair,3700.0,,,,,,,,,diversified,Diversified,M,United Arab Emirates,1708230002206,//specials-images.forbesimg.com/imageserve/5a988f2e4bbe6f0fa8271657/416x416.jpg?background=000000&cropX1=648&cropX2=1589&cropY1=256&cropY2=1197,0.0,4002.431,754,754
495,494,David Barclay,Barclay,david-barclay,no-pic,3700.0,,,,,,,,89,"media, retail",Diversified,M,United Kingdom,1616007531059,https://specials-images.forbesimg.com/imageserve/605375c9a56d2a3eb3d1b586/416x416.jpg?background=000000&cropX1=0&cropX2=836&cropY1=0&cropY2=836,,,,
496,494,Neil Bluhm,Bluhm,neil-bluhm,neil-bluhm,3700.0,,,,,,IL,Illinois,86,real estate,Real Estate,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8ad87818444200084e723e/416x416.jpg?background=000000&cropX1=0&cropX2=768&cropY1=58&cropY2=826,0.0,6336.901,433,433
497,494,David Bonderman,Bonderman,david-bonderman,david-bonderman,3700.0,,,,,,TX,Texas,81,private equity,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f497437cd54e9286d8faecb/416x416.jpg?background=000000&cropX1=132&cropX2=2902&cropY1=36&cropY2=2804,0.001,6282.889,438,438
498,494,Jean-Pierre Cayard,Cayard,jean-pierre-cayard,no-pic,3700.0,,,,,,,,81,spirits,Food & Beverage,M,France,1708230002206,//specials-images.forbesimg.com/imageserve/5c6f8ad4a7ea43100043201c/416x416.jpg?background=000000&cropX1=333&cropX2=1458&cropY1=170&cropY2=1295,0.0,2408.568,1315,1315
499,494,Andrew Currie,Currie,andrew-currie,no-pic,3700.0,,,,,,,,68,chemicals,Manufacturing,M,United Kingdom,1708230002206,//specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,0.0,7004.498,375,375
500,494,Jeff Greene,Greene,jeff-greene,jeff-greene,3700.0,,,,,,FL,Florida,69,"real estate, investments",Real Estate,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5ff75b1157f0e95e19f6ea38/416x416.jpg?background=000000&cropX1=44&cropX2=924&cropY1=18&cropY2=898,0.0,7513.173,335,335
501,494,Reed Hastings,Hastings,reed-hastings,reed-hastings,3700.0,,,False,"CEO, Netflix",,CA,California,63,Netflix,Media & Entertainment,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8ae9ff18444200084e72df/416x416.jpg?background=000000&cropX1=980&cropX2=2430&cropY1=95&cropY2=1544,0.0,4234.119,699,699
502,494,Vladimir Kim,Kim,vladimir-kim,vladimir-kim,3700.0,,,,,,,,63,mining,Metals & Mining,M,Kazakhstan,1708230002206,//specials-images.forbesimg.com/imageserve/5c70ea114bbe6f79c5474283/416x416.jpg?background=000000&cropX1=223&cropX2=2134&cropY1=9&cropY2=1919,0.0,4605.5,637,637
503,494,Ted Lerner,Lerner,ted-lerner,ted-lerner,3700.0,,,,,,MD,Maryland,98,real estate,Real Estate,M,United States,1617122612678,//specials-images.forbesimg.com/imageserve/5ba5182d4bbe6f79516f57f2/416x416.jpg?background=000000&cropX1=12&cropX2=2627&cropY1=6&cropY2=2621,,,,
504,494,Li Wa,Li,li-wa,li-wa,3700.0,,,,,,,,58,real estate,Real Estate,M,Hong Kong,1708230002206,https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=43&cropX2=710&cropY1=187&cropY2=854,0.0,1325.919,2149,2149
505,494,Michael Milken,Milken,michael-milken,michael-milken,3700.0,,,,,,CA,California,77,investments,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5ba54b774bbe6f79516f6035/416x416.jpg?background=000000&cropX1=615&cropX2=2337&cropY1=389&cropY2=2113,0.0,6500.0,418,418
506,494,Akio Nitori,Nitori,akio-nitori,akio-nitori,3700.0,,,,,,,,79,home furnishings,Fashion & Retail,M,Japan,1708230002206,https://specials-images.forbesimg.com/imageserve/629e5bd55774db231ad8d399/416x416.jpg?background=000000&cropX1=60&cropX2=1445&cropY1=55&cropY2=1440,0.0,4139.689,728,728
507,494,Idan Ofer,Ofer,idan-ofer,idan-ofer,3700.0,,,,,,,,68,"drilling, shipping",Diversified,M,Israel,1708230002206,//specials-images.forbesimg.com/imageserve/5e76cd8010380d0006fbb808/416x416.jpg?background=000000&cropX1=25&cropX2=1096&cropY1=93&cropY2=1164,0.0,15478.239,117,117
508,494,Mitchell Rales,Rales,mitchell-rales,mitchell-rales,3700.0,,,,,,MD,Maryland,67,"manufacturing, investments",Manufacturing,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8ab76522254b0008e162bb/416x416.jpg?background=000000&cropX1=377&cropX2=1461&cropY1=0&cropY2=1085,0.0,4825.037,605,605
509,494,John Reece,Reece,john-reece,no-pic,3700.0,,,,,,,,66,chemicals,Manufacturing,M,United Kingdom,1708230002206,//specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821,0.0,7012.109,374,374
510,494,Trevor Rees-Jones,Rees-Jones,trevor-rees-jones,trevor-rees-jones,3700.0,,,,,,TX,Texas,72,oil & gas,Energy,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8ae0b218444200084e728b/416x416.jpg?background=000000&cropX1=464&cropX2=1110&cropY1=400&cropY2=1046,0.0,4873.742,597,597
511,494,Kushal Pal Singh,Singh,kushal-pal-singh,kushal-pal-singh,3700.0,,,,,,,,92,real estate,Real Estate,M,India,1708230002206,//specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968,0.0,19617.109,96,96
512,494,Michal Solowow,Solowow,michal-solowow,michal-solowow,3700.0,,,,,,,,61,investments,Finance & Investments,M,Poland,1708230002206,https://specials-images.forbesimg.com/imageserve/6426ed3a2dc404c9e8217d97/416x416.jpg?background=000000&cropX1=0&cropX2=1784&cropY1=102&cropY2=1888,0.0,6761.346,391,391
513,494,Aiyawatt Srivaddhanaprabha,Srivaddhanaprabha,aiyawatt-srivaddhanaprabha,no-pic,3700.0,,,,,,,,38,duty-free,Fashion & Retail,M,Thailand,1626449712507,https://specials-images.forbesimg.com/imageserve/64a6e914ad19f93be68aa486/416x416.jpg?background=000000&cropX1=176&cropX2=791&cropY1=107&cropY2=722,,,,
514,514,Dannine Avara,Avara,dannine-avara,no-pic-female,3600.0,,,,,,TX,Texas,59,pipelines,Energy,F,United States,1708230002206,,0.0,7495.59,336,336
515,514,Dagmar Dolby,Dolby,dagmar-dolby,dagmar-dolby,3600.0,,,,,,CA,California,82,Dolby Laboratories,Technology,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f49769ec9cb2eb7abc2fa7b/416x416.jpg?background=000000&cropX1=0&cropX2=2474&cropY1=77&cropY2=2550,0.0,4960.175,584,584
516,514,Scott Duncan,Duncan,scott-duncan,no-pic,3600.0,,,,,,TX,Texas,41,pipelines,Energy,M,United States,1708230002206,,0.0,7482.972,337,338
517,514,Milane Frantz,Frantz,milane-frantz,milane-frantz,3600.0,,,,,,TX,Texas,54,pipelines,Energy,F,United States,1708230002206,//specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=1&cropX2=548&cropY1=9&cropY2=556,0.0,7482.972,337,337
518,514,Frits Goldschmeding,Goldschmeding,frits-goldschmeding,frits-goldschmeding,3600.0,,,,,,,,90,temp agency,Service,M,Netherlands,1708230002206,//specials-images.forbesimg.com/imageserve/b11e15397177ea074c2b0d30ddeb459f/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=76&cropY2=817,0.0,5842.227,485,485
519,514,Luciano Hang,Hang,luciano-hang,no-pic,3600.0,,,,,,,,61,department stores,Fashion & Retail,M,Brazil,1708230002206,//specials-images.forbesimg.com/imageserve/5e74315107adf00006db9f42/416x416.jpg?background=000000&cropX1=697&cropX2=2148&cropY1=143&cropY2=1594,0.0,3313.458,939,939
520,514,Hedda im Brahm-Droege,im Brahm-Droege,hedda-im-brahm-droege,no-pic-female,3600.0,,,,,,,,69,consulting,Service,F,Germany,1617670542671,,,,,
521,514,Sumet Jiaravanon,Jiaravanon,sumet-jiaravanon,no-pic,3600.0,,,,,,,,89,diversified,Diversified,M,Thailand,1708230002206,//specials-images.forbesimg.com/imageserve/5c724fe5a7ea43100043538d/416x416.jpg?background=000000&cropX1=4&cropX2=473&cropY1=61&cropY2=530,0.0,5372.296,546,546
522,514,Samuel Tak Lee,Lee,samuel-tak-lee,no-pic,3600.0,,,,,,,,84,real estate,Real Estate,M,Hong Kong,1708230002206,//specials-images.forbesimg.com/imageserve/5e3b2f168b6cf300071df349/416x416.jpg?background=000000&cropX1=0&cropX2=468&cropY1=0&cropY2=468,0.0,3570.132,853,853
523,514,Lee Yeow Chor & Yeow Seng,Lee,lee-yeow-chor-yeow-seng,no-pic,3600.0,,,,,,,,,"palm oil, property",Food & Beverage,M,Malaysia,1617669676122,https://specials-images.forbesimg.com/imageserve/6470d584d7a1a6de75569955/416x416.jpg?background=000000&cropX1=344&cropX2=1690&cropY1=73&cropY2=1418,,,,
524,514,Lin Shu-hong,Lin,lin-shu-hong,no-pic,3600.0,,,,,,,,95,petrochemicals,Manufacturing,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/63a0cb09c894b4f0c7e821a2/416x416.jpg?background=000000&cropX1=20&cropX2=3408&cropY1=64&cropY2=3456,0.0,5782.605,494,494
525,514,Shigenobu Nagamori,Nagamori,shigenobu-nagamori,shigenobu-nagamori,3600.0,,,,,,,,79,motors,Manufacturing,M,Japan,1708230002206,//specials-images.forbesimg.com/imageserve/5ea6e3cb52ac2e00060dd521/416x416.jpg?background=000000&cropX1=845&cropX2=3507&cropY1=6&cropY2=2667,0.0,2843.493,1110,1110
526,514,Nie Tengyun,Nie,tengyun-nie,no-pic,3600.0,,,,,,,,48,logistics,Service,M,China,1604523164583,//specials-images.forbesimg.com/imageserve/5dc07d64ca425400079c69b6/416x416.jpg?background=000000&cropX1=848&cropX2=3536&cropY1=848&cropY2=3537,,,,
527,514,Rodger Riney,Riney,rodger-riney,rodger-riney,3600.0,,,False,"Cofounder, Scottrade, Inc.",,MO,Missouri,78,discount brokerage,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8ae4af22254b0008e165b1/416x416.jpg?background=000000&cropX1=414&cropX2=880&cropY1=23&cropY2=489,0.0,3585.782,847,847
528,514,Gary Rollins,Rollins,gary-rollins,no-pic,3600.0,,,,,,GA,Georgia,79,pest control,Service,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/57e11eb8a7ea430a8a1a0944/416x416.jpg?background=000000&cropX1=188&cropX2=652&cropY1=114&cropY2=578,0.0,6108.152,463,463
529,514,Alexandra Schoerghuber,Schoerghuber,alexandra-schoerghuber,no-pic-female,3600.0,,,,,,,,65,real estate,Real Estate,F,Germany,1708230002206,//specials-images.forbesimg.com/imageserve/5e76149cc7b02d000666c682/416x416.jpg?background=000000&cropX1=0&cropX2=1878&cropY1=139&cropY2=2017,0.0,4974.045,582,582
530,514,Thomas Siebel,Siebel,thomas-siebel,thomas-siebel,3600.0,,,,,,CA,California,71,business software,Technology,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8afefa18444200084e73b7/416x416.jpg?background=000000&cropX1=691&cropX2=3487&cropY1=370&cropY2=3168,0.0,3864.201,781,781
531,514,Lynsi Snyder,Snyder,lynsi-snyder,no-pic-female,3600.0,,,,,,CA,California,41,In-N-Out Burger,Food & Beverage,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/64ef8e098e2e0ca193b575a7/416x416.jpg?background=000000&cropX1=760&cropX2=2517&cropY1=2074&cropY2=3831,0.0,6664.5,405,405
532,514,Steven Spielberg,Spielberg,steven-spielberg,steven-spielberg,3600.0,,,,,,CA,California,77,movies,Media & Entertainment,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f497384226032c2eb8faecb/416x416.jpg?background=000000&cropX1=377&cropX2=3114&cropY1=768&cropY2=3504,0.0,4805.483,609,609
533,514,Donald Sterling,Sterling,donald-sterling,donald-sterling,3600.0,,,,,,CA,California,89,real estate,Real Estate,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8adf936de3150009a506d9/416x416.jpg?background=000000&cropX1=575&cropX2=1669&cropY1=146&cropY2=1240,0.0,4036.647,746,746
534,514,Rita Tong Liu,Tong Liu,rita-tong-liu,no-pic-female,3600.0,,,,,,,,75,real estate,Real Estate,F,Hong Kong,1708230002206,https://specials-images.forbesimg.com/imageserve/60352e99e4589cfcfd71abaa/416x416.jpg?background=000000&cropX1=1334&cropX2=2444&cropY1=126&cropY2=1235,0.0,3330.533,934,934
535,514,Wang Roger,Wang,wang-roger,no-pic,3600.0,,,,,,,,75,retail,Fashion & Retail,M,United States,1617669800151,https://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,,,,
536,514,Randa Duncan Williams,Williams,randa-duncan-williams,no-pic-female,3600.0,,,False,"Non-Executive Chairman of the Board, Enterprise GP Holdings",,TX,Texas,62,pipelines,Energy,F,United States,1708230002206,//specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805,0.0,7526.975,331,331
537,514,Aloys Wobben,Wobben,aloys-wobben,aloys-wobben,3600.0,,,,,,,,72,wind turbines,Energy,M,Germany,1617669600191,//specials-images.forbesimg.com/imageserve/58a1c43331358e1a35ab4071/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=21&cropY2=764,,,,
538,538,Ben Ashkenazy,Ashkenazy,ben-ashkenazy,no-pic,3500.0,,,,,,NY,New York,54,real estate,Real Estate,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/59ef795e4bbe6f37dda1056d/416x416.jpg?background=000000&cropX1=1613&cropX2=3298&cropY1=1291&cropY2=2975,0.0,2633.21,1204,1204
539,538,Ursula Bechtolsheimer-Kipp,Bechtolsheimer-Kipp,ursula-bechtolsheimer-kipp,no-pic-female,3500.0,,,,,,,,72,retail,Real Estate,F,Germany,1587679065433,//specials-images.forbesimg.com/imageserve/5a7e5aff31358e4955ad13b7/416x416.jpg?background=000000&cropX1=18&cropX2=775&cropY1=120&cropY2=877,,,,
540,538,Vincent Bolloré,Bolloré,vincent-bollore,vincent-bollore,3500.0,,,,,,,,71,investments,Finance & Investments,M,France,1708230002206,//specials-images.forbesimg.com/imageserve/5e75a67c10380d0006fbaa27/416x416.jpg?background=000000&cropX1=71&cropX2=963&cropY1=65&cropY2=958,0.0,9587.263,231,231
541,538,Jaran Chiaravanont,Chiaravanont,jaran-chiaravanont,no-pic,3500.0,,,,,,,,93,diversified,Diversified,M,Thailand,1708230002206,//specials-images.forbesimg.com/imageserve/5c7250454bbe6f51818abbbd/416x416.jpg?background=000000&cropX1=64&cropX2=475&cropY1=70&cropY2=481,0.0,5298.56,552,552
542,538,Hasmukh Chudgar,Chudgar,hasmukh-chudgar,no-pic,3500.0,,,,,,,,90,pharmaceuticals,Healthcare,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,7742.0,320,320
543,538,Dulce Pugliese de Godoy Bueno,de Godoy Bueno,dulce-pugliese-de-godoy-bueno,no-pic-female,3500.0,,,,,,,,76,"hospitals, health care",Healthcare,F,Brazil,1617669629015,,,,,
544,538,Murali Divi,Divi,murali-divi,murali-divi,3500.0,,,,,,,,72,pharmaceuticals,Healthcare,M,India,1708230002206,//specials-images.forbesimg.com/imageserve/5c79ad2d31358e35dd27cd1a/416x416.jpg?background=000000&cropX1=1161&cropX2=2628&cropY1=804&cropY2=2271,0.0,6358.726,430,430
545,538,"Amos Hostetter, Jr.",Hostetter,amos-hostetter-jr,amos-hostetter-jr,3500.0,,,False,"Chair, Pilot House Associates",,MA,Massachusetts,87,cable television,Media & Entertainment,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8ae3eb22254b0008e16588/416x416.jpg?background=000000&cropX1=80&cropX2=348&cropY1=20&cropY2=288,0.0,3495.625,877,877
546,538,Montri Jiaravanont,Jiaravanont,montri-jiaravanont,no-pic,3500.0,,,,,,,,92,diversified,Diversified,M,Thailand,1617669657340,//specials-images.forbesimg.com/imageserve/5c7250b031358e35dd270139/416x416.jpg?background=000000&cropX1=2&cropX2=413&cropY1=2&cropY2=413,,,,
547,538,Min Kao,Kao,min-kao,min-kao,3500.0,,,False,"Chairman and CEO, Garmin Corporation",,KS,Kansas,75,navigation equipment,Technology,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,0.0,4882.471,594,594
548,538,Igor Kesaev,Kesaev,igor-kesaev,igor-kesaev,3500.0,,,,,,,,57,"tobacco distribution, retail",Fashion & Retail,M,Russia,1708230002206,//specials-images.forbesimg.com/imageserve/5e777ddac7b02d000666d7bd/416x416.jpg?background=000000&cropX1=254&cropX2=1229&cropY1=58&cropY2=1032,0.0,5373.531,545,545
549,538,Patrick Lee,Lee,patrick-lee,patrick-lee,3500.0,,,,,,,,82,paper,Manufacturing,M,Hong Kong,1708230002206,https://specials-images.forbesimg.com/imageserve/60352e4d943dc1001271abaa/416x416.jpg?background=000000&cropX1=0&cropX2=433&cropY1=50&cropY2=483,0.0,2818.372,1124,1124
550,538,Douglas Leone,Leone,douglas-leone,douglas-leone,3500.0,,,False,"Partner, Sequoia",,CA,California,66,venture capital,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5e907d342b720000076d9406/416x416.jpg?background=000000&cropX1=910&cropX2=2570&cropY1=200&cropY2=1859,-0.001,7530.965,330,330
551,538,Lin Bin,Lin,lin-bin,lin-bin,3500.0,,,,,,,,56,smartphones,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5c744e7aa7ea431000438504/416x416.jpg?background=000000&cropX1=1694&cropX2=3460&cropY1=485&cropY2=2250,0.0,4826.125,604,604
552,538,Gabe Newell,Newell,gabe-newell,gabe-newell,3500.0,,,False,"Cofounder and CEO, Valve Corporation",,WA,Washington,61,videogames,Gambling & Casinos,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8aeadb6de3150009a507c4/416x416.jpg?background=000000&cropX1=297&cropX2=1343&cropY1=45&cropY2=1091,0.0,4287.0,693,693
553,538,Prajogo Pangestu,Pangestu,prajogo-pangestu,prajogo-pangestu,3500.0,,,,,,,,79,petrochemicals,Diversified,M,Indonesia,1708230002206,https://specials-images.forbesimg.com/imageserve/656f8476e94e04b7e93336c8/416x416.jpg?background=000000&cropX1=0&cropX2=2961&cropY1=0&cropY2=2961,0.0,38690.435,33,33
554,538,Anthony Pritzker,Pritzker,anthony-pritzker,anthony-pritzker,3500.0,,,,,,CA,California,63,"hotels, investments",Service,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f4971f6ae6fa459a8bfae28/416x416.jpg?background=000000&cropX1=1068&cropX2=1941&cropY1=447&cropY2=1319,0.0,3736.0,801,801
555,538,Randall Rollins,Rollins,randall-rollins,randall-rollins,3500.0,,,,,,GA,Georgia,92,pest control,Service,M,United States,1599567303756,//specials-images.forbesimg.com/imageserve/c71620af40d526c7e992f006ce03dc6f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870,,,,
556,538,Henry Samueli,Samueli,henry-samueli,henry-samueli,3500.0,,,False,"Cofounder, Chief Technology Officer and Chairman, Broadcom",,CA,California,69,semiconductors,Technology,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8aa0fd6de3150009a5030b/416x416.jpg?background=000000&cropX1=376&cropX2=1438&cropY1=38&cropY2=1100,0.0,13496.901,140,140
557,538,Charles Simonyi,Simonyi,charles-simonyi,charles-simonyi,3500.0,,,,,,WA,Washington,75,Microsoft,Technology,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8af04618444200084e7329/416x416.jpg?background=000000&cropX1=247&cropX2=1846&cropY1=21&cropY2=1620,0.0,7226.412,359,359
558,538,Paul Singer,Singer,paul-singer,paul-singer,3500.0,,,False,"Founder, Elliott Management",100.0,NY,New York,79,hedge funds,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8aecba22254b0008e16641/416x416.jpg?background=000000&cropX1=811&cropX2=1988&cropY1=605&cropY2=1781,0.0,6129.0,459,459
559,538,David Steward,Steward,david-steward,no-pic,3500.0,,,,,,MO,Missouri,72,IT provider,Technology,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d8aed2e22254b0008e1664c/416x416.jpg?background=000000&cropX1=376&cropX2=1062&cropY1=77&cropY2=764,0.0,7612.0,325,325
560,538,Teh Hong Piow,Teh,teh-hong-piow,teh-hong-piow,3500.0,,,,,,,,93,banking,Finance & Investments,M,Malaysia,1617669641174,//specials-images.forbesimg.com/imageserve/5e5fd53c44b78400068bfb15/416x416.jpg?background=000000&cropX1=23&cropX2=2692&cropY1=0&cropY2=2667,,,,
561,538,Frank VanderSloot,VanderSloot,frank-vandersloot,no-pic,3500.0,,,,,,ID,Idaho,75,"nutrition, wellness products",Fashion & Retail,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5b06f4904bbe6f74868a643b/416x416.jpg?background=000000&cropX1=780&cropX2=2482&cropY1=549&cropY2=2250,0.0,3301.566,943,943
562,538,M.A. Yusuff Ali,Yusuff Ali,ma-yusuff-ali,ma-yusuff-ali,3500.0,,,,,,,,68,retail,Fashion & Retail,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/5d9f4c3a67dd830006a3211e/416x416.jpg?background=000000&cropX1=669&cropX2=1625&cropY1=281&cropY2=1238,0.0,7744.132,318,318
563,538,Zhang Hongwei,Zhang,zhang-hongwei,zhang-hongwei,3500.0,,,,,,,,69,"oil, banking",Diversified,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5c6e3bcd4bbe6f2fbddc4a69/416x416.jpg?background=000000&cropX1=96&cropX2=2571&cropY1=0&cropY2=2473,0.0,1569.094,1876,1876
564,538,Zhang Xin & Pan Shiyi,Zhang Xin & Pan,zhang-xin,zhang-xin,3500.0,,,False,"Cofounder, CEO, Soho China",,,,58,real estate,Real Estate,F,China,1708230002206,//specials-images.forbesimg.com/imageserve/5e793930c7b02d000666ff9e/416x416.jpg?background=000000&cropX1=1326&cropX2=3680&cropY1=0&cropY2=2352,0.0,1141.312,2361,2361
565,565,Kapil & Rahul Bhatia,Bhatia,kapil-rahul-bhatia,kapil-rahul-bhatia,3400.0,,,,,,,,,airlines,Service,M,India,1617122563186,https://specials-images.forbesimg.com/imageserve/6345c0072a29645c22b5c039/416x416.jpg?background=000000&cropX1=1010&cropX2=1564&cropY1=761&cropY2=1315,,,,
566,565,Richard Branson,Branson,richard-branson,richard-branson,3400.0,,,,,,,,73,Virgin,Diversified,M,United Kingdom,1708230002206,https://specials-images.forbesimg.com/imageserve/605e45a29181e87f594383bd/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,-0.122,2907.683,1090,1090
567,565,Rick Caruso,Caruso,rick-caruso,rick-caruso,3400.0,,,,,,CA,California,65,real estate,Real Estate,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f497003b4ea1178f158e438/416x416.jpg?background=000000&cropX1=1057&cropX2=3633&cropY1=91&cropY2=2667,0.0,5275.642,555,555
568,565,Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,3400.0,,,,,,GA,Georgia,69,Chick-fil-A,Food & Beverage,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=2&cropY2=742,0.0,11639.391,164,164
569,565,Dan Cathy,Cathy,dan-cathy,dan-cathy,3400.0,,,,,,GA,Georgia,70,Chick-fil-A,Food & Beverage,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=27&cropX2=678&cropY1=21&cropY2=672,0.0,11639.391,164,165
570,565,Mahendra Choksi,Choksi,mahendra-choksi,no-pic,3400.0,,,,,,,,82,paints,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/61575ab3ecee9a05d3ca2f37/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=160&cropY2=2633,0.0,5688.025,500,500
571,565,Dong Wei,Dong,dong-wei-2,no-pic,3400.0,,,,,,,,53,pharmaceuticals,Healthcare,M,China,1708230002206,,0.0,2125.148,1459,1459
572,565,Pavel Durov,Durov,pavel-durov,no-pic,3400.0,,,,,,,,39,messaging app,Technology,M,Russia,1708230002206,https://specials-images.forbesimg.com/imageserve/605e44a746821557fdbd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,0.0,11465.0,169,169
573,565,Juan Carlos Escotet,Escotet,juan-carlos-escotet,juan-carlos-escotet,3400.0,,,,,,,,64,banking,Finance & Investments,M,Venezuela,1708230002206,//specials-images.forbesimg.com/imageserve/5e77fb7c10380d0006fbc9a3/416x416.jpg?background=000000&cropX1=112&cropX2=1744&cropY1=312&cropY2=1944,0.0,4383.179,672,672
574,565,Sergei Galitsky,Galitsky,sergei-galitsky,sergei-galitsky,3400.0,,,,,,,,56,retail,Fashion & Retail,M,Russia,1708230002206,//specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/416x416.jpg?background=000000&cropX1=392&cropX2=1445&cropY1=76&cropY2=1128,0.0,3231.367,969,969
